,암호화요양기호,요양기관명,종별코드,종별코드명,시도코드,시도코드명,시군구코드,시군구코드명,읍면동,우편번호,주소,전화번호,병원홈페이지,개설일자,총의사수,의과일반의 인원수,의과인턴 인원수,의과레지던트 인원수,의과전문의 인원수,치과일반의 인원수,치과인턴 인원수,치과레지던트 인원수,치과전문의 인원수,한방일반의 인원수,한방인턴 인원수,한방레지던트 인원수,한방전문의 인원수,조산사 인원수,좌표(X),좌표(Y)
2516,JDQ4MTYyMiM4MSMkMSMkMCMkOTkkNTgxMzUxIzExIyQxIyQzIyQxMyQyNjE0ODEjNTEjJDEjJDIjJDgz,의료법인 덕수의료재단 성주효요양병원,28,요양병원,370000,경북,370010,성주군,성주읍,40031,"경상북도 성주군 성주읍 성주순환로 239, (성주읍)",054-933-5111,,20070813,5,0,0,0,4,0,0,0,0,1,0,0,0,0,128.2919766,35.9222383
2517,JDQ4MTYyMiM1MSMkMSMkOCMkOTkkNTgxMzUxIzExIyQxIyQzIyQ3MiQzNjEwMDIjNDEjJDEjJDQjJDgz,의료법인 도담의료재단 휴향요양병원,28,요양병원,330000,충북,330005,옥천군,옥천읍,29053,"충청북도 옥천군 옥천읍 청풍로 267-14, (옥천읍)",733-6604,www.dodamcare.com/,20111207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127.5748287,36.2626561
2518,JDQ4MTYyMiM4MSMkMSMkNCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQ4MiQzNjE4MzIjNDEjJDEjJDgjJDgz,의료법인 동림의료재단 로얄힐스요양병원,28,요양병원,380000,경남,380014,창녕군,부곡면,50365,"경상남도 창녕군 부곡면 온천로 486, (부곡면)",055-536-9000,,20190225,2,0,0,0,1,0,0,0,0,1,0,0,0,0,128.5764213,35.4410324
2519,JDQ4MTAxMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQxIyQ5OSQyNjE0ODEjNDEjJDEjJDQjJDgz,의료법인 동일의료재단 금정나라요양병원,28,요양병원,210000,부산,210011,부산금정구,부곡동,46253,"부산광역시 금정구 무학송로 143, (부곡동)",051-513-1284,http://naranetwork.net,20061127,7,0,0,0,5,0,0,0,0,2,0,0,0,0,129.0938258,35.2439302
2520,JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQ5IyQwMyQzNjEyMjIjODEjJDEjJDIjJDgz,의료법인 두현의료재단 그로스요양병원,28,요양병원,310000,경기,311400,군포시,금정동,15830,"경기도 군포시 당산로 104, B102호,201호,301∼309호 (금정동, 두현타워)",031-468-0303,http://www.groth.co.kr,20120627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126.9464136,37.3609823
2521,JDQ4MTYyMiM4MSMkMSMkNCMkOTkkNTgxMzUxIzIxIyQxIyQxIyQxMyQyNjEwMDIjNzEjJDEjJDgjJDgz,의료법인 득명의료재단 씨엘요양병원,28,요양병원,260000,울산,260001,울산남구,야음동,44750,"울산광역시 남구 수암로128번길 7, 씨엘요양병원 1~4층, 6층 (야음동)",052-242-1234,,20150226,6,0,0,0,3,0,0,0,0,3,0,0,0,0,129.3213831,35.5270587
2522,JDQ4MTYyMiM2MSMkMSMkNiMkOTkkNTgxMzUxIzExIyQyIyQ3IyQwMCQ0NjEwMDIjNDEjJDEjJDgjJDgz,의료법인 디딤의료재단 우리요양병원,28,요양병원,350000,전북,350402,전주덕진구,인후동1가,54914,"전북특별자치도 전주시 덕진구 안덕원로 291, (인후동1가)",063-714-3838,,20130405,7,1,0,0,5,0,0,0,0,0,0,0,1,0,127.1587773,35.8377689
2523,JDQ4MTYyMiM2MSMkMSMkMiMkOTkkNTgxMzUxIzIxIyQxIyQxIyQ4OSQzNjE4MzIjNTEjJDEjJDYjJDgz,의료법인 디와이 의료재단 홍성요양병원,28,요양병원,340000,충남,340015,홍성군,홍성읍,32222,"충청남도 홍성군 홍성읍 조양로143번길 11, (홍성읍)",041-631-2757,,20080215,5,0,0,0,3,0,0,0,0,2,0,0,0,0,126.6657384,36.6022557
2524,JDQ4MTYyMiM4MSMkMSMkNCMkOTkkNTgxMzUxIzExIyQxIyQ3IyQxMyQyNjE0ODEjNTEjJDEjJDIjJDgz,의료법인 리드의료재단 다정한요양병원,28,요양병원,380000,경남,380100,김해시,삼정동,50934,"경상남도 김해시 김해대로 2453, (삼정동)",055-337-2001,,20091231,3,0,0,0,2,0,0,0,0,1,0,0,0,0,128.8948904,35.2281328
2525,JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzQxIyQyIyQ3IyQwMCQyNjE0ODEjNDEjJDEjJDgjJDgz,의료법인 목민의료재단 장호원요양병원,28,요양병원,310000,경기,312100,이천시,장호원읍,17418,"경기도 이천시 장호원읍 샘재로145번길 41, 장호원성모요양병원",031-641-3080,,20161020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127.6288792,37.1195678
2526,JDQ4MTYyMiM1MSMkMSMkOCMkOTkkNTgxMzUxIzExIyQyIyQzIyQwMCQzNjE4MzIjNDEjJDEjJDgjJDgz,의료법인 목민의료재단 충주성모요양병원,28,요양병원,330000,충북,330200,충주시,앙성면,27302,"충청북도 충주시 앙성면 산전장수2길 55, (앙성면)",043-844-2000,www.smhs.kr/,20091223,4,1,0,0,2,0,0,0,0,1,0,0,0,0,127.7903004,37.1004659
2527,JDQ4MTYyMiM4MSMkMSMkNCMkOTkkNTgxMzUxIzExIyQxIyQzIyQ4OSQyNjEwMDIjNjEjJDEjJDgjJDgz,의료법인 목화의료재단 목화요양병원,28,요양병원,380000,경남,380500,진주시,망경동,660801,"경상남도 진주시 천수로163번길 25, (망경동)",055-755-7000,http://www.mokhwasilver.or.kr,20021025,6,0,0,0,5,0,0,0,0,1,0,0,0,0,128.0814633,35.1791584
2528,JDQ4MTYyMiM4MSMkMSMkNCMkOTkkNTgxMzUxIzIxIyQxIyQxIyQ3OSQzNjE0ODEjNjEjJDEjJDgjJDgz,의료법인 문용의료재단 천사요양병원,28,요양병원,380000,경남,380100,김해시,삼정동,50841,"경상남도 김해시 분성로 433, (삼정동)",055-721-1004,,20111201,3,2,0,0,0,0,0,0,0,1,0,0,0,0,128.8933201,35.2350625
2529,JDQ4MTYyMiM1MSMkMSMkOCMkOTkkNTgxMzUxIzExIyQxIyQzIyQ5MiQ0NjEwMDIjNzEjJDEjJDgjJDgz,의료법인 문화의료재단 문화실버요양병원,28,요양병원,330000,충북,330200,충주시,문화동,27406,"충청북도 충주시 국원대로 6-0,  (문화동)",043-854-8802,,20160728,6,1,0,0,4,0,0,0,0,1,0,0,0,0,127.9239961,36.9731378
2530,JDQ4MTg4MSM1MSMkMSMkMCMkOTkkNTgxMzUxIzExIyQxIyQ3IyQxMyQ0NjEwMDIjNjEjJDEjJDQjJDgz,의료법인 미소들노인전문병원,28,요양병원,110000,서울,110005,구로구,개봉동,8250,"서울특별시 구로구 고척로21나길 88-41, (개봉동, 미소들병원)",02-3666-1114,,20080225,12,0,0,0,11,0,0,0,0,1,0,0,0,0,126.841198,37.5029058
2531,JDQ4MTYyMiM2MSMkMSMkNiMkOTkkNTgxMzUxIzExIyQxIyQ3IyQ3OSQ0NjEwMDIjNDEjJDEjJDQjJDgz,의료법인 백상의료재단 가족사랑요양병원,28,요양병원,350000,전북,350600,김제시,하동,54366,"전북특별자치도 김제시 하동1길 13, (하동)",063-540-1500,http://www.hyofamily.com/rb/,20080313,13,0,0,0,9,0,0,0,0,3,0,0,1,0,126.8918406,35.8168163
2532,JDQ4MTYyMiM2MSMkMSMkMiMkOTkkNTgxMzUxIzIxIyQxIyQxIyQ5OSQzNjEyMjIjNTEjJDEjJDIjJDgz,의료법인 백석의료재단 한사랑요양병원,28,요양병원,340000,충남,340202,천안동남구,대흥동,31129,"충청남도 천안시 동남구 대흥로 228, (대흥동, 삼영빌딩)",041-556-7781,,20160225,5,1,0,0,3,0,0,0,0,1,0,0,0,0,127.1481019,36.8083735
2533,JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzUxIyQxIyQxIyQ3MiQzNjE4MzIjNDEjJDEjJDQjJDgz,의료법인 범문의료재단 진요양병원,28,요양병원,310000,경기,312800,포천시,소흘읍,11175,"경기도 포천시 소흘읍 송우로 80, (황금프라자 3,4,6층)",031-544-7701,,20120312,3,0,0,0,3,0,0,0,0,0,0,0,0,0,127.1406475,37.8303809
2534,JDQ4MTYyMiM4MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQxIyQ4MiQ0NjE0ODEjODEjJDEjJDYjJDgz,의료법인 벽산의료재단 경희요양병원,28,요양병원,370000,경북,370017,예천군,예천읍,36819,"경상북도 예천군 예천읍 충효로 408-27, (예천읍)",054-655-6688,,20130423,4,0,0,0,3,0,0,0,0,1,0,0,0,0,128.4673473,36.6574595
2535,JDQ4MTg4MSM1MSMkMSMkMCMkOTkkNTgxMzUxIzExIyQyIyQ3IyQwMCQyNjEyMjIjNjEjJDEjJDAjJDgz,의료법인 부원의료재단 서초요양병원,28,요양병원,110000,서울,110021,서초구,서초동,6709,"서울특별시 서초구 반포대로9길 42, (서초동)",521-8275,http://www.caredr.co.kr/,20071231,3,0,0,0,2,0,0,0,0,1,0,0,0,0,127.0093677,37.4831324
2536,JDQ4MTAxMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQwMyQyNjE4MzIjNjEjJDEjJDAjJDgz,의료법인 사랑나눔의료재단 에보스요양병원,28,요양병원,210000,부산,210004,부산진구,부전동,47246,"부산광역시 부산진구 동천로107번길 8, (부전동)",051-816-9595,,20170607,3,0,0,0,2,0,0,0,0,1,0,0,0,0,129.0617801,35.1584338
2537,JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQyIyQxIyQwMCQzNjE4MzIjNzEjJDEjJDgjJDgz,의료법인 사랑나무의료재단 서수원요양병원,28,요양병원,310000,경기,310601,수원권선구,고색동,16642,"경기도 수원시 권선구 오목천로152번길 68, 골든프라자3.4층 (고색동)",031-221-2222,http://www.lovehospital.kr,20080702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126.9780197,37.2414027
2538,JDQ4MTYyMiM2MSMkMSMkMiMkOTkkNTgxMzUxIzExIyQyIyQzIyQwMCQzNjE4MzIjNjEjJDEjJDQjJDgz,의료법인 산수의료재단 웰시티요양병원,28,요양병원,250000,대전,250005,대전중구,대흥동,34931,"대전광역시 중구 대종로 400-0,  (대흥동)",042-256-1177,http://www.sjhospital.co.kr/,20060414,8,2,0,0,5,0,0,0,0,1,0,0,0,0,127.4306978,36.3208597
2539,JDQ4MTYyMiM4MSMkMSMkNCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQ4OSQyNjEyMjIjNTEjJDEjJDYjJDgz,의료법인 삼포의료재단 현대요양병원,28,요양병원,380000,경남,380300,사천시,서동,52556,"경상남도 사천시 각산로 86, (서동, 미진예식장)",055-834-2345,,20160128,5,0,0,0,4,0,0,0,0,1,0,0,0,0,128.0654615,34.9303589
2540,JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzMxIyQxIyQzIyQ5MiQyNjE4MzIjNTEjJDEjJDIjJDgz,의료법인 샬롬의료재단 브니엘요양병원,28,요양병원,220000,인천,220008,인천계양구,계산동,21059,"인천광역시 계양구 주부토로 494, 비101호, 비102호, 101호, 102호, 201호, 301호, 401호, 501호, 601호 (계산동)",032-555-1088,,20131021,5,0,0,0,4,0,0,0,0,1,0,0,0,0,126.7283806,37.5382417
2541,JDQ4MTAxMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQwMyQzNjE0ODEjNTEjJDEjJDIjJDgz,의료법인 서원의료재단 감로수요양병원,28,요양병원,210000,부산,210015,부산사상구,모라동,46937,"부산광역시 사상구 덕상로 116-38, (모라동)",051-315-0030,,20170602,3,0,0,0,2,0,0,0,0,1,0,0,0,0,128.992465,35.1817016
2542,JDQ4MTYyMiM4MSMkMSMkNCMkOTkkNTgxMzUxIzIxIyQxIyQxIyQwMyQzNjE4MzIjODEjJDEjJDYjJDgz,의료법인 서원탑의료재단 서원요양병원,28,요양병원,380000,경남,380100,김해시,서상동,50916,"경상남도 김해시 가락로 83, 2,3,4,5층 (서상동)",055-330-9300,,20141002,5,1,0,0,3,0,0,0,0,1,0,0,0,0,128.8808163,35.2340346
2543,JDQ4MTYyMiM4MSMkMSMkNCMkOTkkNTgxMzUxIzIxIyQxIyQ5IyQ3OSQzNjE0ODEjODEjJDEjJDYjJDgz,의료법인 서재의료재단 혜인요양병원,28,요양병원,380000,경남,381100,양산시,평산동,50548,"경상남도 양산시 웅상대로 955, (평산동)",055-385-7551,,20021230,6,0,0,0,5,0,0,0,0,0,0,0,1,0,129.155073,35.3849034
2544,JDQ4MTYyMiM4MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQyIyQ1IyQwMCQzNjE4MzIjNjEjJDEjJDQjJDgz,의료법인 서정의료재단 강동요양병원,28,요양병원,370000,경북,370200,구미시,진평동,39399,"경상북도 구미시 인동20길 38-9,  (진평동)",054-474-5522,,20170502,3,0,0,0,2,0,0,0,0,1,0,0,0,0,128.4239116,36.0966241
2545,JDQ4MTYyMiM2MSMkMSMkMiMkOTkkNTgxMzUxIzExIyQxIyQ3IyQ4OSQyNjE0ODEjNDEjJDEjJDQjJDgz,의료법인 선사인혜요양병원,28,요양병원,250000,대전,250003,대전서구,월평동,35214,"대전광역시 서구 대덕대로317번길 26,  (월평동)",042-472-0129,www.sihh.co.kr/,20080103,3,0,0,0,2,0,0,0,0,1,0,0,0,0,127.3779224,36.3613229
2546,JDQ4MTYyMiM2MSMkMSMkMiMkOTkkNTgxMzUxIzExIyQxIyQ3IyQxMyQyNjE4MzIjNTEjJDEjJDIjJDgz,의료법인 선은의료재단 중앙요양병원,28,요양병원,410000,세종시,410000,세종시,조치원읍,30016,"세종특별자치시 조치원읍 섭골길 37, (조치원읍)",044-865-0066,,20050223,5,0,0,0,3,0,0,0,0,2,0,0,0,0,127.2883415,36.6133851
2547,JDQ4MTYyMiM4MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQyIyQxIyQwMCQzNjE4MzIjODEjJDEjJDYjJDgz,의료법인 선한의료재단 청도자연요양병원,28,요양병원,370000,경북,370022,청도군,각북면,38300,"경상북도 청도군 각북면 헐티로 1312, (각북면)",054-372-8888,,20090703,2,0,0,0,1,0,0,0,0,1,0,0,0,0,128.5585111,35.7158772
2548,JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzMxIyQxIyQzIyQxMyQzNjEyMjIjNDEjJDEjJDgjJDgz,의료법인 설백의료재단 평택국제요양병원,28,요양병원,310000,경기,311200,평택시,고덕면,17821,"경기도 평택시 고덕면 방축길 109, 평택 국제병원 지2,지1,4층",031-612-3275,,20140207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127.0469875,37.0150651
2549,JDQ4MTYyMiM2MSMkMSMkNiMkOTkkNTgxMzUxIzExIyQyIyQ3IyQwMCQzNjE0ODEjNDEjJDEjJDgjJDgz,의료법인 성곡의료재단 군산효자요양병원,28,요양병원,350000,전북,350100,군산시,송풍동,54112,"전북특별자치도 군산시 청소년회관로 45, (송풍동)",063-472-8300,,20131202,6,2,0,0,2,0,0,0,0,2,0,0,0,0,126.6997541,35.9794383
2550,JDQ4MTAxMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQxIyQ3OSQyNjE4MzIjNDEjJDEjJDQjJDgz,의료법인 성원의료재단 감천참편한요양병원,28,요양병원,210000,부산,210010,부산사하구,감천동,49375,"부산광역시 사하구 감천로 125, (감천동, 우리빌딩)",051-204-9998,http://www.champyonhan.com/,20060912,8,0,0,0,5,0,0,0,0,3,0,0,0,0,129.005608,35.0876923
2551,JDQ4MTAxMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQxIyQ2MiQzNjE4MzIjNDEjJDEjJDgjJDgz,의료법인 성원의료재단 영도참편한 요양병원,28,요양병원,210000,부산,210007,부산영도구,동삼동,49099,"부산광역시 영도구 동삼서로 21, (동삼동, 영도참편한요양병원)",403-9971,,20120613,8,0,0,0,5,0,0,0,0,1,0,0,2,0,129.0686962,35.0808554
2552,JDQ4MTAxMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQ5OSQ0NjEwMDIjNDEjJDEjJDQjJDgz,의료법인 성은의료재단 연산요양병원,28,요양병원,210000,부산,210013,부산연제구,연산동,47595,"부산광역시 연제구 배산북로 50, (연산동, C동 1~6층(일부 제외))",051-866-5300,,20141001,7,0,0,0,5,0,0,0,0,2,0,0,0,0,129.094698,35.1783372
2553,JDQ4MTYyMiM2MSMkMSMkMiMkOTkkNTgxMzUxIzExIyQxIyQzIyQ2MiQzNjE0ODEjODEjJDEjJDIjJDgz,의료법인 세명의료재단 세명요양병원,28,요양병원,250000,대전,250005,대전중구,선화동,34840,"대전광역시 중구 대종로 599, (선화동)",042-252-8275,http://www.semyungmed.co.kr,20061016,6,1,0,0,3,0,0,0,0,2,0,0,0,0,127.4175685,36.335057
2554,JDQ4MTYyMiM4MSMkMSMkNCMkOTkkNTgxMzUxIzIxIyQxIyQxIyQwMyQyNjEwMDIjNDEjJDEjJDQjJDgz,의료법인 세연의료재단 무거연세요양병원,28,요양병원,260000,울산,260001,울산남구,무거동,44611,"울산광역시 남구 대학로 148, 2~7층 (무거동)",052-223-8866,,20140717,6,0,0,0,4,0,0,0,0,2,0,0,0,0,129.2626935,35.5477362
2555,JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzExIyQxIyQzIyQ5MiQzNjEwMDIjNzEjJDEjJDgjJDgz,의료법인 소애의료재단 한울노인요양병원,28,요양병원,310000,경기,311700,시흥시,정왕동,15040,"경기도 시흥시 정왕대로 74, (정왕동)",031-433-8577,www.hanulhospital.kr,20050610,4,0,0,0,3,0,0,0,0,1,0,0,0,0,126.7245748,37.3534336
2556,JDQ4MTYyMiM1MSMkMSMkOCMkOTkkNTgxMzUxIzExIyQxIyQzIyQ2MiQ0NjEwMDIjNjEjJDEjJDQjJDgz,의료법인 솔트의료재단 예성요양병원,28,요양병원,330000,충북,330300,제천시,청전동,27147,"충청북도 제천시 용두천로 333, (청전동)",043-653-7700,www.yesunghospital.co.kr/,20090902,3,1,0,0,2,0,0,0,0,0,0,0,0,0,128.217613,37.154683
2557,JDQ4MTYyMiM1MSMkMSMkOCMkOTkkNTgxMzUxIzExIyQxIyQzIyQ5OSQ0NjEwMDIjNDEjJDEjJDgjJDgz,의료법인 송원의료재단 송원요양병원,28,요양병원,330000,충북,330200,충주시,주덕읍,27462,"충청북도 충주시 주덕읍 신양로 62-0, (주덕읍)",043-856-3501,http://www.songwonhosp.com,20080611,6,1,0,0,4,0,0,0,0,1,0,0,0,0,127.7941357,36.9715564
2558,JDQ4MTYyMiM4MSMkMSMkNCMkOTkkNTgxMzUxIzExIyQxIyQ3IyQ2MiQzNjE0ODEjODEjJDEjJDYjJDgz,의료법인 송파의료재단 가야요양병원,28,요양병원,380000,경남,380100,김해시,주촌면,50968,"경상남도 김해시 주촌면 이지산단로 155, (주촌면)",055-337-8888,www.gayacare.com/,20090915,3,0,0,0,2,0,0,0,0,1,0,0,0,0,128.8389015,35.2246739
2559,JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzMxIyQxIyQ3IyQ3MiQyNjE0ODEjNDEjJDEjJDQjJDgz,의료법인 송화의료재단 조은요양병원,28,요양병원,310000,경기,310800,의정부시,민락동,11803,"경기도 의정부시 용현로105번길 45-14, 1-9층 (민락동)",031-853-0119,http:://www.joehosp.com,20071031,5,0,0,0,4,0,0,0,0,1,0,0,0,0,127.0861194,37.7431649
2560,JDQ4MTYyMiM4MSMkMSMkNCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQ5OSQyNjE4MzIjODEjJDEjJDYjJDgz,의료법인 수영의료재단 고성제일요양병원,28,요양병원,380000,경남,380003,고성군,고성읍,52948,"경상남도 고성군 고성읍 남해안대로 2514, (고성읍)",055-804-8000,,20160601,3,0,0,0,2,0,0,0,0,1,0,0,0,0,128.3357281,34.9681922
2561,JDQ4MTYyMiM1MSMkMSMkOCMkOTkkNTgxMzUxIzExIyQxIyQzIyQ4MiQyNjEyMjIjNTEjJDEjJDIjJDgz,의료법인 순원의료재단 굿모닝요양병원,28,요양병원,330000,충북,330006,음성군,대소면,27664,"충청북도 음성군 대소면 대금로 532-0, (대소면)",043-878-8600,,20130816,4,0,0,0,3,0,0,0,0,1,0,0,0,0,127.4973657,36.9657644
2562,JDQ4MTYyMiM4MSMkMSMkNCMkOTkkNTgxMzUxIzIxIyQxIyQxIyQ4MiQzNjE0ODEjNDEjJDEjJDQjJDgz,의료법인 시영의료재단 함안요양병원,28,요양병원,380000,경남,380017,함안군,칠원읍,52017,"경상남도 함안군 칠원읍 용산2길 45-13, 4층",055-586-5009,,20131008,4,1,0,0,2,0,0,0,0,1,0,0,0,0,128.5156027,35.3089491
2563,JDQ4MTAxMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQxMyQyNjE0ODEjNzEjJDEjJDgjJDgz,의료법인 신암의료재단 제일요양병원,28,요양병원,210000,부산,210010,부산사하구,하단동,49415,"부산광역시 사하구 동매로44번길 8, (하단동)",202-8899,,20180212,2,0,0,0,1,0,0,0,0,1,0,0,0,0,128.9631225,35.1028686
2564,JDQ4MTYyMiM1MSMkMSMkOCMkOTkkNTgxMzUxIzExIyQxIyQzIyQ2MiQyNjEyMjIjODEjJDEjJDIjJDgz,의료법인 아인의료재단 성암요양병원,28,요양병원,330000,충북,330003,보은군,내북면,28900,"충청북도 보은군 내북면 남부로 6427-27, 병원",043-544-0330,,20090508,2,0,0,0,2,0,0,0,0,0,0,0,0,0,127.670063,36.5856412
2565,JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQyIyQ1IyQwMCQzNjEwMDIjNzEjJDEjJDgjJDgz,의료법인 아주효성의료재단 효성요양병원,28,요양병원,310000,경기,312500,화성시,진안동,18398,"경기도 화성시 효행로 1063, 메디프렌드 (진안동)",031-232-8636,http://www.hsyoyang.net,20090218,3,0,0,0,2,0,0,0,0,1,0,0,0,0,127.0431434,37.2149864
2566,JDQ4MTYyMiM4MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQ3OSQzNjE0ODEjODEjJDEjJDYjJDgz,의료법인 안흥의료재단 새안동요양병원,28,요양병원,370000,경북,370400,안동시,안흥동,36699,"경상북도 안동시 경동로 617,  (안흥동)",054-857-9500,,20150204,4,0,0,0,2,0,0,0,0,1,0,0,1,0,128.7253262,36.5636369
2567,JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQxIyQ5MiQ0NjE0ODEjNjEjJDEjJDAjJDgz,의료법인 양진의료재단 성모요양병원,28,요양병원,310000,경기,311200,평택시,비전동,17900,"경기도 평택시 평택5로 65, (비전동)",031-651-0707,,20090205,3,0,0,0,2,0,0,0,0,1,0,0,0,0,127.1111376,36.9919482
2568,JDQ4MTg4MSM1MSMkMSMkMCMkOTkkNTgxMzUxIzExIyQxIyQ3IyQxMyQzNjEyMjIjNDEjJDEjJDgjJDgz,의료법인 어울림의료재단 정성요양병원,28,요양병원,110000,서울,110005,구로구,가리봉동,8395,"서울특별시 구로구 남부순환로 1287, 정성요양병원 2.3.5층 남부순환로 107길 1287, 정성요양병원 2.3.5층 남부순환로 107길 24동 (가리봉동)",02-863-8636,,20070808,9,1,0,0,6,0,0,0,0,2,0,0,0,0,126.8938864,37.478969
2569,JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzMxIyQxIyQ3IyQ4OSQ0NjEwMDIjNjEjJDEjJDAjJDgz,의료법인 에스앤케이의료재단 소래푸른숲 요양병원,28,요양병원,310000,경기,311700,시흥시,대야동,14909,"경기도 시흥시 호현로40번길 5, 지1층, 1~5층 (대야동)",031-507-8080,,20140520,3,0,0,0,2,0,0,0,0,1,0,0,0,0,126.7859371,37.4437764
2570,JDQ4MTYyMiM1MSMkMSMkOCMkOTkkNTgxMzUxIzExIyQxIyQzIyQxMyQzNjE4MzIjNjEjJDEjJDQjJDgz,의료법인 여덕의료재단 증평요양병원,28,요양병원,330000,충북,330011,증평군,증평읍,27943,"충청북도 증평군 증평읍 중앙로 114-0, (증평읍)",043-760-8886,,20200826,3,0,0,0,2,0,0,0,0,1,0,0,0,0,127.575366,36.7774783
2571,JDQ4MTAxMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQxIyQwMyQyNjEyMjIjNDEjJDEjJDQjJDgz,의료법인 연송의료재단 제2신창요양병원,28,요양병원,210000,부산,210010,부산사하구,신평동,49419,"부산광역시 사하구 비봉로 80, (신평동)",051-987-7900,,20130531,4,0,0,0,2,0,0,0,0,2,0,0,0,0,128.9630394,35.0988244
2572,JDQ4MTYyMiM1MSMkMSMkNCMkOTkkNTgxMzUxIzExIyQxIyQzIyQ3OSQzNjE4MzIjNjEjJDEjJDgjJDgz,의료법인 연호요양병원,28,요양병원,320000,강원,320013,홍천군,북방면,25111,"강원특별자치도 홍천군 북방면 팔봉산로 2420-58, 2420",033-262-5002,http://www.yh5002.co.kr/,20040323,4,0,0,0,3,0,0,0,0,1,0,0,0,0,127.8140604,37.7324064
2573,JDQ4MTYyMiM2MSMkMSMkMiMkOTkkNTgxMzUxIzExIyQxIyQzIyQ2MiQyNjE4MzIjNDEjJDEjJDQjJDgz,의료법인 연훈의료재단 청양훈요양병원,28,요양병원,340000,충남,340014,청양군,청양읍,33339,"충청남도 청양군 청양읍 칠갑산로 157, (청양읍)",041-943-8114,www.cyhh.co.kr/,20060927,3,0,0,0,2,0,0,0,0,1,0,0,0,0,126.7939955,36.4506774
2574,JDQ4MTYyMiM4MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQ2MiQzNjE0ODEjODEjJDEjJDIjJDgz,의료법인 영덕의료재단 영덕효요양병원,28,요양병원,370000,경북,370012,영덕군,영덕읍,36441,"경상북도 영덕군 영덕읍 영덕로 72-12, (영덕읍)",054-734-9119,,20120618,4,0,0,0,3,0,0,0,0,1,0,0,0,0,129.3733478,36.4010044
2575,JDQ4MTYyMiM4MSMkMSMkNCMkOTkkNTgxMzUxIzIxIyQxIyQxIyQ5OSQyNjE0ODEjODEjJDEjJDIjJDgz,의료법인 영민의료재단 소망노인전문병원,28,요양병원,380000,경남,380702,창원마산합포구,자산동,51252,"경상남도 창원시 마산합포구 무학로 402, (자산동)",055-247-7277,,20120511,4,0,0,0,2,0,0,0,0,2,0,0,0,0,128.5604436,35.2049207
2576,JDQ4MTAxMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzExIyQyIyQ3IyQwMCQyNjEwMDIjODEjJDEjJDYjJDgz,의료법인 영신의료재단 동래유유요양병원,28,요양병원,210000,부산,210003,부산동래구,온천동,47713,"부산광역시 동래구 금강로 64, (온천동)",051-555-7588,,20081226,6,0,0,0,5,0,0,0,0,1,0,0,0,0,129.077549,35.2149053
2577,JDQ4MTYyMiM4MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQxIyQ3MiQzNjE0ODEjODEjJDEjJDYjJDgz,의료법인 영주의료재단 명품요양병원,28,요양병원,370000,경북,370500,영주시,가흥동,36059,"경상북도 영주시 반지미로 265, (가흥동)",054-639-1881,,20130523,10,1,0,0,6,0,0,0,0,3,0,0,0,0,128.5975876,36.8248161
